title,link,author,published_in
Hwang’s Billion Brilliant Daughters,https://www.lightspeedmagazine.com/fiction/hwangs-billion-brilliant-daughters/,Alice Sola Kim,Nov. 2010
Standard Loneliness Package,https://www.lightspeedmagazine.com/fiction/standard-loneliness-package/,Charles Yu,Nov. 2010
In-fall,https://www.lightspeedmagazine.com/fiction/in-fall/,Ted Kosmatka,Dec. 2010
Ej-Es,https://www.lightspeedmagazine.com/fiction/ej-es/,Nancy Kress,Nov. 2010
Beachworld,https://www.lightspeedmagazine.com/fiction/beachworld/,Stephen King,Oct. 2010
Faces in Revolving Souls,https://www.lightspeedmagazine.com/fiction/faces-in-revolving-souls/,Caitlín R. Kiernan,Nov. 2010
The Taste of Starlight,https://www.lightspeedmagazine.com/fiction/the-taste-of-starlight/,John R. Fultz,Oct. 2010
Tight Little Stitches in a Dead Man’s Back,https://www.lightspeedmagazine.com/fiction/tight-little-stitches-in-a-dead-mans-back/,Joe R. Lansdale,Oct. 2010
Saying the Names,https://www.lightspeedmagazine.com/fiction/saying-the-names/,Maggie Clark,Mar. 2011
"Breakaway, Backdown",https://www.lightspeedmagazine.com/fiction/breakaway-backdown/,James Patrick Kelly,Feb. 2011
Simulacrum,https://www.lightspeedmagazine.com/fiction/simulacrum/,Ken Liu,Feb. 2011
The Passenger,https://www.lightspeedmagazine.com/fiction/the-passenger/,Julie E. Czerneda,Feb. 2011
Long Enough and Just So Long,https://www.lightspeedmagazine.com/fiction/long-enough-and-just-so-long/,Cat Rambo,Feb. 2011
The Elephants of Poznan,https://www.lightspeedmagazine.com/fiction/the-elephants-of-poznan/,Orson Scott Card,Jan. 2011
Black Fire,https://www.lightspeedmagazine.com/fiction/black-fire/,Tanith Lee,Jan. 2011
Cucumber Gravy,https://www.lightspeedmagazine.com/fiction/cucumber-gravy/,Susan Palwick,Jan. 2011
Postings from an Amorous Tomorrow,https://www.lightspeedmagazine.com/fiction/postings-from-an-amorous-tomorrow/,Corey Mariani,Jan. 2011
The Silence of the Asonu,https://www.lightspeedmagazine.com/fiction/the-silence-of-the-asonu/,Ursula K. Le Guin,Dec. 2010
Hindsight,https://www.lightspeedmagazine.com/fiction/hindsight/,Sarah Langan,Oct. 2010
Travelers,https://www.lightspeedmagazine.com/fiction/travelers/,Robert Silverberg,Sep. 2010
Amid the Words of War,https://www.lightspeedmagazine.com/fiction/amid-the-words-of-war/,Cat Rambo,Sep. 2010
The Long Chase,https://www.lightspeedmagazine.com/fiction/the-long-chase/,Geoffrey A. Landis,Sep. 2010
More Than the Sum of His Parts,https://www.lightspeedmagazine.com/fiction/more-than-the-sum-of-his-parts/,Joe Haldeman,Aug. 2010
"Flower, Mercy, Needle, Chain",https://www.lightspeedmagazine.com/fiction/flower-mercy-needle-chain/,Yoon Ha Lee,Sep. 2010
Arvies,https://www.lightspeedmagazine.com/fiction/arvies/,Adam-Troy Castro,Aug. 2010
Patient Zero,https://www.lightspeedmagazine.com/fiction/patient-zero/,Tananarive Due,Aug. 2010
How to Become a Mars Overlord,https://www.lightspeedmagazine.com/fiction/how-to-become-a-mars-overlord/,Catherynne M. Valente,Aug. 2010
The Zeppelin Conductors’ Society Annual Gentlemen’s Ball,https://www.lightspeedmagazine.com/fiction/the-zeppelin-conductors-society-annual-gentlemens-ball/,Genevieve Valentine,July 2010
“. . . for a single yesterday”,https://www.lightspeedmagazine.com/fiction/for-a-single-yesterday/,George R.R. Martin,July 2010
Manumission,https://www.lightspeedmagazine.com/fiction/manumission/,Tobias S. Buckell,July 2010
No Time Like the Present,https://www.lightspeedmagazine.com/fiction/no-time-like-the-present/,Carol Emshwiller,July 2010
Amaryllis,https://www.lightspeedmagazine.com/fiction/amaryllis/,Carrie Vaughn,June 2010
Cats in Victory,https://www.lightspeedmagazine.com/fiction/cats-in-victory/,David Barr Kirtley,June 2010
The Cassandra Project,https://www.lightspeedmagazine.com/fiction/the-cassandra-project/,Jack McDevitt,June 2010
A Heap of Petrified Gods,https://www.lightspeedmagazine.com/fiction/a-heap-of-petrified-gods/,Adelehin Ijasan,Jan. 2025
"I’m Alive, I Love You, I’ll See You in Reno",https://www.lightspeedmagazine.com/fiction/im-alive-i-love-you/,Vylar Kaftan,June 2010
Lightspeed Magazine,https://www.lightspeedmagazine.com/fiction/lightspeed-magazine-honors/,Lightspeed Magazine,June 2010
Three Birds That Came Out of Grayson Huff and a Bunch More That Fell from the Sky,https://www.lightspeedmagazine.com/fiction/three-birds-that-came-out-of-grayson-huff-and-a-bunch-more-that-fell-from-the-sky/,David Anaxagoras,Dec. 2024
The Godhood of Ima Day,https://www.lightspeedmagazine.com/fiction/the-godhood-of-ima-day/,Cressida Blake Roe,Dec. 2024
Sleeping Beauty and the Restless Realm,https://www.lightspeedmagazine.com/fiction/sleeping-beauty-and-the-restless-realm/,Lincoln Michel,Dec. 2024
The Ones Who Come At Last,https://www.lightspeedmagazine.com/fiction/the-ones-who-come-at-last/,P H Lee,Nov. 2024
Ol’ Big Head,https://www.lightspeedmagazine.com/fiction/ol-big-head/,Melissa A Watkins,Dec. 2024
The Last Word,https://www.lightspeedmagazine.com/fiction/the-last-word/,Oluwatomiwa Ajeigbe,Nov. 2024
Babywings,https://www.lightspeedmagazine.com/fiction/babywings/,Isabel Cañas,Nov. 2024
The Oracular Manifestation of Human Consciousness Offers Three Provocative Verbs Separated by Commas,https://www.lightspeedmagazine.com/fiction/the-oracular-manifestation-of-human-consciousness-offers-three-provocative-verbs-separated-by-commas/,Aimee Ogden,Nov. 2024
We Will Bring Siege to the Bastion of Sin That Cries Out in Your Prayer,https://www.lightspeedmagazine.com/fiction/we-will-bring-siege-to-the-bastion-of-sin-that-cries-out-in-your-prayer/,Hammond Diehl,Nov. 2024
Sully the God,https://www.lightspeedmagazine.com/fiction/sully-the-god/,Philip Gelatt,Oct. 2024
Hot Hearts,https://www.lightspeedmagazine.com/fiction/hot-hearts/,Lyndsie Manusos,Oct. 2024
Autonomy of a Murder,https://www.lightspeedmagazine.com/fiction/autonomy-of-a-murder/,Russell Nichols,Oct. 2024
Caesura,https://www.lightspeedmagazine.com/fiction/caesura/,Ashlee Lhamon,Oct. 2024
Winding Sheets,https://www.lightspeedmagazine.com/fiction/winding-sheets/,Kenneth Schneyer,Oct. 2024
"The Life You’ve Given Me, Rusty",https://www.lightspeedmagazine.com/fiction/the-life-youve-given-me-rusty/,P.A. Cornell,Oct. 2024
The Ex Hex,https://www.lightspeedmagazine.com/fiction/the-ex-hex/,Jae Steinbacher,Sept. 2024
Zekelo’s Barterhouse & Emporium,https://www.lightspeedmagazine.com/fiction/zekelos-barterhouse-emporium/,Patrick Hurley,Oct. 2024
"Ashes Like Tea Leaves, Lava Like Honey",https://www.lightspeedmagazine.com/fiction/ashes-like-tea-leaves-lava-like-honey/,Ai Jiang,Oct. 2024
"The Mote in Bird’s Eye; or, Note Attached to a Frozen Corpse Retrieved from Deep Space",https://www.lightspeedmagazine.com/fiction/the-mote-in-birds-eye-or-note-attached-to-a-frozen-corpse-retrieved-from-deep-space/,Jon Lasser,Sept. 2024
Songs of the Sorrow of Thorns,https://www.lightspeedmagazine.com/fiction/songs-of-the-sorrow-of-thorns/,Amayah Perveen,July 2024
Sparrow and the Parasol,https://www.lightspeedmagazine.com/fiction/sparrow-and-the-parasol/,Varsha Dinesh,June 2024
In the Hands of the Mountain God,https://www.lightspeedmagazine.com/fiction/in-the-hands-of-the-mountain-god/,Deborah L. Davitt,June 2024
An Otherworldly Cat Tells You the Secrets of the Universe,https://www.lightspeedmagazine.com/fiction/an-otherworldly-cat-tells-you-the-secrets-of-the-universe/,Megan Chee,June 2024
The Weight of Salt,https://www.lightspeedmagazine.com/fiction/the-weight-of-salt/,Shanna Germain,June 2024
Richard Nixon and the Princess of the Crows,https://www.lightspeedmagazine.com/fiction/richard-nixon-and-the-princess-of-the-crows/,P H Lee,May 2024
And the Dreams That You Dare to Dream,https://www.lightspeedmagazine.com/fiction/and-the-dreams-that-you-dare-to-dream/,Marissa Lingen,May 2024
Done Deal,https://www.lightspeedmagazine.com/fiction/done-deal/,Rory Harper,May 2024
Exit Interview,https://www.lightspeedmagazine.com/fiction/exit-interview/,Ben Peek,May 2024
Travelers’ Tales from the Ends of the World,https://www.lightspeedmagazine.com/fiction/travelers-tales-from-the-ends-of-the-world/,Vandana Singh,Apr. 2024
A Superior Knot,https://www.lightspeedmagazine.com/fiction/a-superior-knot/,Ash Huang,Sept. 2024
We the People Excluding I,https://www.lightspeedmagazine.com/fiction/we-the-people-excluding-i/,Osahon Ize-Iyamu,Sept. 2024
The Terrible Secret of the Immortal Bards,https://www.lightspeedmagazine.com/fiction/the-terrible-secret-of-the-immortal-bards/,Adam-Troy Castro,Sept. 2024
Child of the River,https://www.lightspeedmagazine.com/fiction/child-of-the-river/,Oluwatomiwa Ajeigbe,Aug. 2024
What’s in a Name,https://www.lightspeedmagazine.com/fiction/whats-in-a-name/,Matthew Hughes,Aug. 2024
Look at the Moon,https://www.lightspeedmagazine.com/fiction/look-at-the-moon/,Dominique Dickey,Aug. 2024
Mud Maidens Rise,https://www.lightspeedmagazine.com/fiction/mud-maidens-rise/,K.A. Wiggins,Aug. 2024
Between Above and Below,https://www.lightspeedmagazine.com/fiction/between-above-and-below/,Carrie Vaughn,July 2024
A Guide on How to Meet the Deity of Many Faces,https://www.lightspeedmagazine.com/fiction/a-guide-on-how-to-meet-the-deity-of-many-faces/,Oyedotun Damilola Muees,July 2024
The Red Queen’s Heart,https://www.lightspeedmagazine.com/fiction/the-red-queens-heart/,Vanessa Fogg,July 2024
Salemo,https://www.lightspeedmagazine.com/fiction/salemo/,David Marino,Apr. 2024
How to Know Your Father Is a God,https://www.lightspeedmagazine.com/fiction/how-to-know-your-father-is-a-god/,Modupeoluwa Shelle,Apr. 2024
"a testament to indirection, an enigma, the sun above",https://www.lightspeedmagazine.com/fiction/a-testament-to-indirection-an-enigma-the-sun-above/,Mitchell Shanklin,Apr. 2024
Season of Weddings,https://www.lightspeedmagazine.com/fiction/season-of-weddings/,Sharang Biswas,Mar. 2024
Only Some of True Love’s Miracles,https://www.lightspeedmagazine.com/fiction/only-some-of-true-loves-miracles/,P H Lee,Mar. 2024
Kopki and the Fish,https://www.lightspeedmagazine.com/fiction/kopki-and-the-fish/,Alex Irvine,Mar. 2024
Fragments of a Symbiotic Life,https://www.lightspeedmagazine.com/fiction/fragments-of-a-symbiotic-life/,Will McMahon,Mar. 2024
An Elegy for the Former Things,https://www.lightspeedmagazine.com/fiction/an-elegy-for-the-former-things/,KT Bryski,February 2024
What Becomes of Curious Minds,https://www.lightspeedmagazine.com/fiction/what-becomes-of-curious-minds/,Wen-yi Lee,February 2024
Further Examination and Capture of Candle Skulls Associated with the Baba Yaga,https://www.lightspeedmagazine.com/fiction/further-examination-and-capture-of-candle-skulls-associated-with-the-baba-yaga/,Mari Ness,February 2024
A Sojourn in the Fifth City,https://www.lightspeedmagazine.com/fiction/a-sojourn-in-the-fifth-city/,P H Lee,February 2024
To Be a Happy Man,https://www.lightspeedmagazine.com/fiction/to-be-a-happy-man/,Thomas Ha,January 2024
Farewell to Faust,https://www.lightspeedmagazine.com/fiction/farewell-to-faust/,Adam-Troy Castro,January 2024
"In the Tree’s Hollow, a Doe",https://www.lightspeedmagazine.com/fiction/in-the-trees-hollow-a-doe/,Lowry Poletti,January 2024
A Saint Between The Teeth,https://www.lightspeedmagazine.com/fiction/a-saint-between-the-teeth/,Sloane Leong,January 2024
Mindfulness and the Machine,https://www.lightspeedmagazine.com/fiction/mindfulness-and-the-machine/,A.T. Greenblatt,December 2023
To the Waters and the Wild,https://www.lightspeedmagazine.com/fiction/to-the-waters-and-the-wild/,Izzy Wasserstein,December 2023
We’ll Never Die in the Woods,https://www.lightspeedmagazine.com/fiction/well-never-die-in-the-woods/,Carlie St. George,December 2023
Whispers From the Sea,https://www.lightspeedmagazine.com/fiction/whispers-from-the-sea/,Oyedotun Damilola Muees,December 2023
Of Death Deserved We Will Not Die,https://www.lightspeedmagazine.com/fiction/of-death-deserved-we-will-not-die/,Bennett North,November 2023
The Moment Before the Moment,https://www.lightspeedmagazine.com/fiction/the-moment-before-the-moment/,Martin Cahill,November 2023
Dr. Seattle Opens His Heart,https://www.lightspeedmagazine.com/fiction/dr-seattle-opens-his-heart/,Winston Turnage,November 2023
What You Are and the Wolf,https://www.lightspeedmagazine.com/fiction/what-you-are-and-the-wolf/,Jae Steinbacher,October 2023
Last Ritual of the Smoke Eaters,https://www.lightspeedmagazine.com/fiction/last-ritual-of-the-smoke-eaters/,Osahon Ize-Iyamu,November 2023
A Small God,https://www.lightspeedmagazine.com/fiction/a-small-god/,Jeff Reynolds,October 2023
"Immortality Soup, Or, An Excerpt from the Cookbook of the Gods",https://www.lightspeedmagazine.com/fiction/immortality-soup-or-an-excerpt-from-the-cookbook-of-the-gods/,Oluwatomiwa Ajeigbe,October 2023
Four Self-Care Secrets for a Long and Happy Life,https://www.lightspeedmagazine.com/fiction/four-self-care-secrets-for-a-long-and-happy-life/,Tina S. Zhu,October 2023
His Thing,https://www.lightspeedmagazine.com/fiction/his-thing/,Yvette Lisa Ndlovu,September 2023
Remains,https://www.lightspeedmagazine.com/fiction/remains/,N.R. Lambert,September 2023
Simmered in Their Wealth Like the Richest of Sauces,https://www.lightspeedmagazine.com/fiction/simmered-in-their-wealth-like-the-richest-of-sauces/,Jo Miles,September 2023
The Bone-Gatherer’s Lament,https://www.lightspeedmagazine.com/fiction/the-bone-gatherers-lament/,Wendy Nikel,June 2023
Bestiary viventem,https://www.lightspeedmagazine.com/fiction/bestiary-viventem/,Kyle E Miller,June 2023
And All the Fields Below,https://www.lightspeedmagazine.com/fiction/and-all-the-fields-below/,Sarah Grey,June 2023
The Belfry Keeper,https://www.lightspeedmagazine.com/fiction/the-belfry-keeper/,S.L. Harris,May 2023
Saturday’s Song,https://www.lightspeedmagazine.com/fiction/saturdays-song/,Wole Talabi,May 2023
"The Sword, the Butterfly, and the Pearl",https://www.lightspeedmagazine.com/fiction/the-sword-the-butterfly-and-the-pearl/,Deborah L. Davitt,May 2023
"The House, the Witch, and Sugarcane Stalks",https://www.lightspeedmagazine.com/fiction/the-house-the-witch-and-sugarcane-stalks/,Amanda Helms,Apr. 2023
"One Heart, Lost and Found",https://www.lightspeedmagazine.com/fiction/one-heart-lost-and-found/,Kat Howard,May 2023
When the Giants Came Through the Valley,https://www.lightspeedmagazine.com/fiction/when-the-giants-came-through-the-valley/,Derrick Boden,Apr. 2023
Instructions for the Broken Hearted,https://www.lightspeedmagazine.com/fiction/instructions-for-the-broken-hearted/,Jordan Kurella,September 2023
Spaceman Jones,https://www.lightspeedmagazine.com/fiction/spaceman-jones/,Adam-Troy Castro,Apr. 2023
The Boy Who Ran from His Faerie Heart,https://www.lightspeedmagazine.com/fiction/the-boy-who-ran-from-his-faerie-heart/,David Anaxagoras,August 2023
You Will Not Live to See M/M Horrors Beyond Your Comprehension,https://www.lightspeedmagazine.com/fiction/you-will-not-live-to-see-m-m-horrors-beyond-your-comprehension/,Isabel J. Kim,August 2023
All the Colours of the Death Knell,https://www.lightspeedmagazine.com/fiction/all-the-colours-of-the-death-knell/,Russell Hemmell,August 2023
The Blade and the Bloodwright,https://www.lightspeedmagazine.com/fiction/the-blade-and-the-bloodwright/,Sloane Leong,August 2023
Muna in Barish,https://www.lightspeedmagazine.com/fiction/muna-in-barish/,Isha Karki,July 2023
The Real Worlds,https://www.lightspeedmagazine.com/fiction/the-real-worlds/,Lauren Bajek,July 2023
Starpoop,https://www.lightspeedmagazine.com/fiction/starpoop/,Sandra McDonald,July 2023
Monsters of the Drunken Shore,https://www.lightspeedmagazine.com/fiction/monsters-of-the-drunken-shore/,Nic Anstett,July 2023
Philoctetes in Kabul,https://www.lightspeedmagazine.com/fiction/philoctetes-in-kabul/,Deborah L. Davitt,June 2023
In the Deep Woods; The Light Is Different There,https://www.lightspeedmagazine.com/fiction/in-the-deep-woods-the-light-is-different-there/,Seanan McGuire,Jan. 2023
Between the Stones and the Stars,https://www.lightspeedmagazine.com/fiction/between-the-stones-and-the-stars/,A.L. Goldfuss,Jan. 2023
Braid Me a Howling Tongue,https://www.lightspeedmagazine.com/fiction/braid-me-a-howling-tongue/,Maria Dong,Jan. 2023
A Man Walks Into a Bar: In Which More Than Four Decades After My Father’s Reluctant Night of Darts on West 54th Street I Finally Understand What Needs to Be Done,https://www.lightspeedmagazine.com/fiction/a-man-walks-into-a-bar-or-in-which-more-than-four-decades-after-my-fathers-reluctant-night-of-darts-on-west-54th-street-i-finally-understand-what-needs-to-be-done/,Scott Edelman,Jan. 2023
Mad Honey,https://www.lightspeedmagazine.com/fiction/mad-honey/,Aimee Ogden,Dec. 2022
The Metamorphosis of Marie Martin,https://www.lightspeedmagazine.com/fiction/the-metamorphosis-of-marie-martin/,Nadine Tomlinson,Dec. 2022
One Day in the Afterlife of Detective Roshni Chaddha,https://www.lightspeedmagazine.com/fiction/one-day-in-the-afterlife-of-detective-roshni-chaddha/,Rati Mehrotra,Dec. 2022
"To my daughter, in the dark of the moon",https://www.lightspeedmagazine.com/fiction/to-my-daughter-in-the-dark-of-the-moon/,P H Lee,Dec. 2022
The Noon Witch Goes to Sound Planet,https://www.lightspeedmagazine.com/fiction/the-noon-witch-goes-to-sound-planet/,Kristina Ten,Nov. 2022
The Graphology of Hemorrhage,https://www.lightspeedmagazine.com/fiction/the-graphology-of-hemorrhage/,Yoon Ha Lee,Nov. 2022
The Dragon’s Hand,https://www.lightspeedmagazine.com/fiction/the-dragons-hand/,Alex Irvine,Nov. 2022
What If the Whole Camp of Kids Learned How To Liquefy?,https://www.lightspeedmagazine.com/fiction/what-if-the-whole-camp-of-kids-learned-how-to-liquefy/,Maria Kelson,Nov. 2022
The Blindfold,https://www.lightspeedmagazine.com/fiction/the-blindfold/,Tobias S. Buckell,Nov. 2022
The Dirty Golden Yellow House,https://www.lightspeedmagazine.com/fiction/the-dirty-golden-yellow-house/,Debbie Urbanski,Oct. 2022
Three Tales from the Blue Library,https://www.lightspeedmagazine.com/fiction/three-tales-from-the-blue-library/,Sofia Samatar,Oct. 2022
Apolépisi: A De-Scaling,https://www.lightspeedmagazine.com/fiction/apolepisi-a-de-scaling/,Suzan Palumbo,Oct. 2022
The Three Books and What They Tell,https://www.lightspeedmagazine.com/fiction/the-three-books-and-what-they-tell/,Alexandra Manglis,Oct. 2022
Her Five Farewells,https://www.lightspeedmagazine.com/fiction/her-five-farewells/,Martin Cahill,Sep. 2022
The Sister City,https://www.lightspeedmagazine.com/fiction/the-sister-city/,Cody Goodfellow,Sep. 2022
The Queen of the Earless Seals of Lake Baikal,https://www.lightspeedmagazine.com/fiction/the-queen-of-the-earless-seals-of-lake-baikal/,Kristina Ten,Sep. 2022
The Inheritance of Dust and Leather,https://www.lightspeedmagazine.com/fiction/the-inheritance-of-dust-and-leather/,Jenny Rae Rappaport,Sep. 2022
"So, You Married Your Arch Nemesis . . . Again",https://www.lightspeedmagazine.com/fiction/so-you-married-your-arch-nemesis-again/,Merc Fenn Wolfmoor,Aug. 2022
The Clockmaker and His Daughter,https://www.lightspeedmagazine.com/fiction/the-clockmaker-and-his-daughter/,Tobi Ogundiran,Aug. 2022
Welcome to Oxhead,https://www.lightspeedmagazine.com/fiction/welcome-to-oxhead/,Julianna Baggott,Aug. 2022
Hungry as the Mirror Bright,https://www.lightspeedmagazine.com/fiction/hungry-as-the-mirror-bright/,Micah Dean Hicks,Jul. 2022
The Sun in Exile,https://www.lightspeedmagazine.com/fiction/the-sun-in-exile/,Catherynne M. Valente,Jul. 2022
Red,https://www.lightspeedmagazine.com/fiction/red/,Malinda Lo,Aug. 2022
An Old Man Cometh and He Is Overgrown,https://www.lightspeedmagazine.com/fiction/an-old-man-cometh-and-he-is-overgrown/,Lyndsie Manusos,Jul. 2022
The Rustle of Growing Things,https://www.lightspeedmagazine.com/fiction/the-rustle-of-growing-things/,Isabel Cañas,Jul. 2022
"The Turnip, or, How the Whole World Was Brought to Peace",https://www.lightspeedmagazine.com/fiction/the-turnip/,P H Lee,Jun. 2022
Broken Record,https://www.lightspeedmagazine.com/fiction/broken-record/,Stephen Graham Jones,Jun. 2022
"The Crowning of the Lord Tazenket, Vulture God of the Eye, Part II",https://www.lightspeedmagazine.com/fiction/the-crowning-of-the-lord-tazenket-vulture-god-of-the-eye-part-ii/,S.G. Demciri,Jun. 2022
The Cheesemaker and the Undying King,https://www.lightspeedmagazine.com/fiction/the-cheesemaker-and-the-undying-king/,Lina Rather,May 2022
"Picnic, with Monster",https://www.lightspeedmagazine.com/fiction/picnic-with-monster/,Susan Palwick,Jun. 2022
If We Do Not Fly at Sunset,https://www.lightspeedmagazine.com/fiction/if-we-do-not-fly-at-sunset/,Andi C. Buchanan,May 2022
The Hammer of God,https://www.lightspeedmagazine.com/fiction/the-hammer-of-god-2/,Jonathan Maberry,May 2022
Magical Girl Burnout Bingo,https://www.lightspeedmagazine.com/fiction/magical-girl-burnout-bingo/,Lauren Ring,May 2022
The Fairy Godmother Advice Column,https://www.lightspeedmagazine.com/fiction/the-fairy-godmother-advice-column/,Leah Cypess,Apr. 2022
Dance of Bones,https://www.lightspeedmagazine.com/fiction/dance-of-bones/,Maurice Broaddus,Apr. 2022
The Ministry of Saturn,https://www.lightspeedmagazine.com/fiction/the-ministry-of-saturn/,Ben Peek,Mar. 2023
"A History of Snakes, Part II",https://www.lightspeedmagazine.com/fiction/a-history-of-snakes-part-ii/,Ashok K. Banker,Apr. 2022
Construction Sacrifice,https://www.lightspeedmagazine.com/fiction/construction-sacrifice/,Bogi Takács,Apr. 2023
So You Want to Kiss Your Nemesis,https://www.lightspeedmagazine.com/fiction/so-you-want-to-kiss-your-nemesis/,John Wiswell,Apr. 2023
Our Exquisite Delights,https://www.lightspeedmagazine.com/fiction/our-exquisite-delights/,Megan Chee,Mar. 2023
The Chosen Six,https://www.lightspeedmagazine.com/fiction/the-chosen-six/,Oyedotun Damilola Muees,Mar. 2023
Every Little Change,https://www.lightspeedmagazine.com/fiction/every-little-change/,Aimee Ogden,Mar. 2023
His Guns Could Not Protect Him,https://www.lightspeedmagazine.com/fiction/his-guns-could-not-protect-him/,Sam J. Miller,Feb. 2023
Real Magic,https://www.lightspeedmagazine.com/fiction/real-magic/,Sharang Biswas,Feb. 2023
Guidelines for Using the Harry Elkins Widener Memorial Library,https://www.lightspeedmagazine.com/fiction/guidelines-for-using-the-harry-elkins-widener-memorial-library/,Marie Brennan,Feb. 2023
The House of Linear Change,https://www.lightspeedmagazine.com/fiction/the-house-of-linear-change/,Oluwatomiwa Ajeigbe,Feb. 2023
"A History of Snakes, Part I",https://www.lightspeedmagazine.com/fiction/a-history-of-snakes-part-i/,Ashok K. Banker,Apr. 2022
All the Time We’ve Left to Spend,https://www.lightspeedmagazine.com/fiction/all-the-time-weve-left-to-spend/,Alyssa Wong,Mar. 2022
Nine Tails of a Soap Empire,https://www.lightspeedmagazine.com/fiction/nine-tails-of-a-soap-empire/,Maria Dong,Mar. 2022
Hood Alchemy,https://www.lightspeedmagazine.com/fiction/hood-alchemy/,Nicole D. Sconiers,Mar. 2022
"Bhatia, P.I.",https://www.lightspeedmagazine.com/fiction/bhatia-pi/,Shiv Ramdas,Mar. 2022
"The Honest Fox, or, A Truth Shared is Not a Truth Lost",https://www.lightspeedmagazine.com/fiction/the-honest-fox-or-a-truth-shared-is-not-a-truth-lost/,P H Lee,Feb. 2022
How to Abandon Your Sourdough Starter: A Recipe for Disaster,https://www.lightspeedmagazine.com/fiction/how-to-abandon-your-sourdough-starter-a-recipe-for-disaster/,Theresa DeLucci,Feb. 2022
Give Me Cornbread or Give Me Death,https://www.lightspeedmagazine.com/fiction/give-me-cornbread-or-give-me-death/,N.K. Jemisin,Jan. 2022
When We Were Gods,https://www.lightspeedmagazine.com/fiction/when-we-were-gods/,Isha Karki,Feb. 2022
"Not Creator, Nor Destroyer",https://www.lightspeedmagazine.com/fiction/not-creator-nor-destroyer/,Anjali Sachdeva,Feb. 2022
An Address to the Newest Disciples of the Lost Words,https://www.lightspeedmagazine.com/fiction/an-address-to-the-newest-disciples-of-the-lost-words/,Vanessa Fogg,Jan. 2022
"In the Cold, Dark Sea",https://www.lightspeedmagazine.com/fiction/in-the-cold-dark-sea/,Jenny Rae Rappaport,Jan. 2022
"In the Beginning of Me, I Was a Bird",https://www.lightspeedmagazine.com/fiction/in-the-beginning-of-me-i-was-a-bird/,Maria Dong,Jan. 2022
Three Variations on a Theme of Imperial Attire,https://www.lightspeedmagazine.com/fiction/three-variations-on-a-theme-of-imperial-attire/,E. Lily Yu,Dec. 2021
Writing You,https://www.lightspeedmagazine.com/fiction/writing-you/,Sharang Biswas,Dec. 2021
"Entanglement, or How I Failed to Knit a Sweater for My Boyfriend",https://www.lightspeedmagazine.com/fiction/entanglement-or-how-i-failed-to-knit-a-sweater-for-my-boyfriend/,Carrie Vaughn,Dec. 2021
When Sri Left the Ruined City,https://www.lightspeedmagazine.com/fiction/when-sri-left-the-ruined-city/,Donyae Coles,Dec. 2021
Ten Scenes from A Typical Day in the Life of the All-Powerful Despot,https://www.lightspeedmagazine.com/fiction/ten-scenes-from-a-typical-day-in-the-life-of-the-all-powerful-despot/,Adam-Troy Castro,Nov. 2021
"To Reach the Gate, She Must Leave Everything Behind",https://www.lightspeedmagazine.com/fiction/to-reach-the-gate-she-must-leave-everything-behind/,Izzy Wasserstein,Nov. 2021
I Was a Teenage Space Jockey,https://www.lightspeedmagazine.com/fiction/i-was-a-teenage-space-jockey/,Stephen Graham Jones,Nov. 2021
Men in Cars,https://www.lightspeedmagazine.com/fiction/men-in-cars/,Lisa M. Bradley,Nov. 2021
The Right Dragon,https://www.lightspeedmagazine.com/fiction/the-right-dragon/,Coral Alejandra Moore,Oct. 2021
"The Ash-Girl and the Salmon Prince, Part I",https://www.lightspeedmagazine.com/fiction/the-ash-girl-and-the-salmon-prince-part-i/,P H Lee,Oct. 2021
"The Ash-Girl and the Salmon Prince, Part II",https://www.lightspeedmagazine.com/fiction/the-ash-girl-and-the-salmon-prince-part-ii/,P H Lee,Oct. 2021
The Black Menagerie,https://www.lightspeedmagazine.com/fiction/the-black-menagerie/,Endria Isa Richardson,Oct. 2021
It Begins to Snow,https://www.lightspeedmagazine.com/fiction/it-begins-to-snow/,Adam R. Shannon,Sept. 2021
Sía,https://www.lightspeedmagazine.com/fiction/sia/,Lizz Huerta,Sept. 2021
Invasive Species and their Habitats,https://www.lightspeedmagazine.com/fiction/invasive-species-and-their-habitats/,Alexander Weinstein,Sept. 2021
"Fanspell: Flowers in Spring (RobYung, NSFW)",https://www.lightspeedmagazine.com/fiction/fanspell-flowers-in-spring-robyung-nsfw/,Anya Ow,Sept. 2021
The Tale of Jaja and Canti,https://www.lightspeedmagazine.com/fiction/the-tale-of-jaja-and-canti/,Tobi Ogundiran,Aug. 2021
My Sister is a Scorpion,https://www.lightspeedmagazine.com/fiction/my-sister-is-a-scorpion/,Isabel Cañas,Aug. 2021
Ancestries,https://www.lightspeedmagazine.com/fiction/ancestries/,Sheree Renée Thomas,Aug. 2021
Now You See Me,https://www.lightspeedmagazine.com/fiction/now-you-see-me/,Justin C. Key,Aug. 2021
Amber Dark and Sickly Sweet,https://www.lightspeedmagazine.com/fiction/amber-dark-and-sickly-sweet/,Lulu Kadhim,July 2021
How to Become a Witch-Queen,https://www.lightspeedmagazine.com/fiction/how-to-become-a-witch-queen/,Theodora Goss,June 2021
Shock of Birth,https://www.lightspeedmagazine.com/fiction/shock-of-birth/,Cadwell Turnbull,July 2021
Innocent Bird,https://www.lightspeedmagazine.com/fiction/innocent-bird/,Rachel Swirsky,July 2021
